sentence university,hypothesis university,sentence text,hypothesis text,sentence nile,hypothesis nile,type,amibiguity,features,prediction
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",CounterStrike server is blocked by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('CounterStrike'),path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",AIM chat and file transfering is allowed by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('AIM chat'), service('file transfer')",path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",Battlenet is allowed by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Battlenet'),path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",H323 video conferencing is allowed by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow traffic('H323 video conferencing'),path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",Everquest is blocked by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('Everquest'),path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",HTTP and HTTPS are allowed by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('HTTP'), protocol('HTTPS')",path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",IMAP and secure IMAP are allowed by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits","MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",define intent uniIntent: for endpoint('university') unset bandwidth(),"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",Net2Phone is allowed by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",PC-Telephone is allowed by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",POP3 and secure POP are allowed by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",SMTP is allowed by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",Sony Playstation 2 is allowed by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",SSH is allowed by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",Telnet is allowed by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",Sorenson Videophone 200 is allowed by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"Currently, the University of Illinois does not have any rate limits",FTP and SFTP servers are allowed by the University firewall,define intent uniIntent: for endpoint('university') unset bandwidth(),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",qos,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,"Currently, the University of Illinois does not have any rate limits",Students data limit is 100 GB per week,define intent uniIntent: for endpoint('university') unset bandwidth(),"define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')",qos,0,"[2, 1, 1440.0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
University of Illinois - Urbana Champaign,Columbia University,"Currently, the University of Illinois does not have any rate limits",Students 10 GB a day download quotas are on 10 AM to Midnight,define intent uniIntent: for endpoint('university') unset bandwidth(),"define intent uniIntent: for group('students') set quota('download', '10', 'gb/d') start hour('10:00') end hour('23:59')",qos,0,"[2, 1, 840.0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
University of Illinois - Urbana Champaign,Rutgers University,"Currently, the University of Illinois does not have any rate limits",The system passively monitors the network throughput when traffic is light,define intent uniIntent: for endpoint('university') unset bandwidth(),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),qos,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.32251542051607107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Chicago,"Currently, the University of Illinois does not have any rate limits","There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",define intent uniIntent: for endpoint('university') unset bandwidth(),"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') set quota('any', '6', 'gb/d') start hour('00:00') end hour('23:59')",qos,0,"[2, 1, 1440.0, 1, 1, 0, 0, 0.6204664618697092, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
University of Illinois - Urbana Champaign,University of Illinois - Chicago,"Currently, the University of Illinois does not have any rate limits",Guests cannot run any file sharing/downloading program,define intent uniIntent: for endpoint('university') unset bandwidth(),define intent uniIntent: for endpoint('guests') block service('file transfer'),qos,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.16714074165890516, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0
University of Illinois - Urbana Champaign,Carnegie Mellon University,"Currently, the University of Illinois does not have any rate limits","No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",define intent uniIntent: for endpoint('university') unset bandwidth(),"define intent uniIntent: for endpoint('network') set quota('any', '10', 'gb/d')",qos,0,"[2, 1, 1440.0, 1, 0, 0, 0, 0.32251542051607107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
