sentence,hypothesis,features,amibiguity
"define intent stnIntent: for group('students') set bandwidth('min', '30', 'mbps') start hour('10:30') end hour('18:40')","define intent hypIntent: for group('students') set bandwidth('max', '10', 'mbps') start hour('09:30') end hour('18:40')","[5, 0, 491.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') block service('AIM chat') traffic('video conference'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.53') block protocol('secure IMAP'), protocol('POP3')","[5, 1, 1440.0, 0, 0, 1, 0, 3.351693238603383, 4, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') add middlebox('unit firewall'), middlebox('parental control')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.32') remove middlebox('firewall'), middlebox('traffics monitor')","[5, 1, 1440.0, 1, 0, 1, 0, 2.033060649119834, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.774815336743944, 4]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63') set bandwidth('min', '60', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') add middlebox('ips'), middlebox('parental control')","[2, 1, 1440.0, 0, 0, 1, 0, 3.6187996819197528, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63') set bandwidth('max', '90', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.71') set bandwidth('max', '20', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 3.529106753468852, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') set quota('any', '1', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.94') set bandwidth('min', '50', 'mbps')","[5, 1, 1440.0, 0, 0, 1, 0, 3.2601204750769788, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('dorms') add middlebox('overuse notification'), middlebox('dpi') start hour('09:30') end hour('18:00')","define intent hypIntent: for group('dorms') remove middlebox('ids'), middlebox('unit firewall'), middlebox('overuse notification') start hour('10:10') end hour('18:30')","[5, 1, 471.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2.3003604110838074, 5]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') block service('Everquest'), service('Sony Playstation 2') add middlebox('firewall')",define intent hypIntent: for group('guests') block service('NETBIOS') protocol('tcp'),"[3, 1, 1440.0, 0, 0, 1, 1, 0, 2, 0.3979705652968054, 3, 0, 1, 0, 0, 0, 1, 0, 1]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') allow service('listserver') traffic('social media'),define intent hypIntent: for group('dorms') block service('instagram') traffic('H323 video conferencing'),"[4, 1, 1440.0, 1, 0, 1, 1, 0, 2, 0.37354130967513166, 2, 0, 1, 0.472561986473846, 2, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') set quota('download', '8', 'gb/wk')","define intent hypIntent: for group('guests') unset bandwidth('min', '60', 'mbps')","[5, 1, 1440.0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') set bandwidth('max', '30', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.51') set bandwidth('min', '70', 'mbps')","[4, 0, 1440.0, 0, 0, 1, 0, 3.428091851615186, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') add middlebox('ips'), middlebox('network border system')","define intent stnIntent: for group('students') allow service('MSN audio'), service('amazon prime video')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 2]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') set bandwidth('max', '50', 'mbps') start hour('10:40') end hour('16:30')","define intent hypIntent: for group('guests') set bandwidth('max', '50', 'mbps') start hour('08:10') end hour('16:30')","[3, 0, 351.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') set quota('upload', '1', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') set quota('any', '7', 'gb/wk')","[4, 0, 1440.0, 0, 0, 1, 0, 2.165893824455947, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') set quota('any', '8', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.94') set quota('any', '6', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 3.2601204750769788, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63') set bandwidth('min', '20', 'mbps')","define intent stnIntent: for group('students') add middlebox('firewall'), middlebox('dpi')","[2, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.74') allow service('MSN audio') protocol('tcp'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.51') block service('instagram') protocol('udp'),"[3, 1, 1440.0, 1, 0, 0, 1, 3.4465756279980813, 4, 0.5521944290858858, 2, 0, 0, 0, 0, 0.40127250499001355, 2, 0, 0]",1
"define intent stnIntent: for group('students') add middlebox('traffics monitor'), middlebox('copyright monitoring')",define intent hypIntent: for group('educatee') add middlebox('copyright monitoring'),"[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1.2617006044953123, 3]",0
"define intent stnIntent: for group('dorms') set bandwidth('min', '40', 'mbps')","define intent hypIntent: for group('dorm') set bandwidth('max', '20', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') add middlebox('traffics monitor'), middlebox('ips'), middlebox('overuse notification')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.92') add middlebox('ips'), middlebox('network border system')","[5, 1, 1440.0, 0, 0, 1, 0, 3.311407468711293, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.2584588023493266, 5]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('overuse notification'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.20') remove middlebox('overuse notification'),"[5, 1, 1440.0, 1, 0, 1, 0, 2.1332547667188484, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 2]",1
define intent stnIntent: for group('dorms') add middlebox('parental control'),"define intent hypIntent: for group('dorms') remove middlebox('overuse notification'), middlebox('ids')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0.7571903562790643, 3]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') set quota('upload', '4', 'gb/wk')","define intent hypIntent: for group('guests') set quota('upload', '9', 'gb/wk')","[3, 0, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.56') add middlebox('copyright monitoring'), middlebox('ids'), middlebox('dpi') start hour('02:40') end hour('13:10')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.54') remove middlebox('traffics monitor') start hour('15:10') end hour('16:00'),"[5, 1, 0, 1, 0, 0, 0, 3.1939952009654533, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0.8361203953562607, 4]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') add middlebox('parental control'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.28') remove middlebox('parental control'), middlebox('overuse notification')","[5, 1, 1440.0, 1, 0, 1, 0, 2.4235609716029054, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.6203904760625778, 3]",1
"define intent stnIntent: for group('students') unset quota('download', '5', 'gb/wk')","define intent hypIntent: for group('students') unset quota('upload', '7', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') add middlebox('parental control'),"define intent hypIntent: for group('guests') remove middlebox('parental control'), middlebox('ips')","[3, 1, 1440.0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0.9975447604506867, 3]",1
"define intent stnIntent: for group('students') set quota('download', '2', 'gb/wk')","define intent hypIntent: for group('students') set bandwidth('max', '10', 'mbps')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('guests') allow service('Battlenet'), service('Net2Phone')",define intent hypIntent: for group('guests') block traffic('H323 video conferencing') protocol('dns'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 2, 1, 2, 0, 1, 0, 1, 0, 0]",1
"define intent stnIntent: for group('dorms') add middlebox('dpi'), middlebox('parental control'), middlebox('overuse notification') start hour('04:20') end hour('10:10')","define intent hypIntent: for group('dorms') remove middlebox('overuse notification'), middlebox('firewall') start hour('15:30') end hour('18:10')","[5, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2.7279684551963883, 5]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') set bandwidth('min', '10', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.22') set bandwidth('max', '80', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 2.3171943909331554, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.46') set bandwidth('max', '10', 'mbps')","define intent hypIntent: for group('students') unset quota('any', '6', 'gb/wk')","[3, 1, 1440.0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('guests') allow traffic('gaming') protocol('icmp'),define intent hypIntent: for group('guests') block traffic('voip') protocol('icmp'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0.25112918321310346, 2, 1.0, 2, 0, 0]",1
define intent stnIntent: for group('students') add middlebox('traffics monitor'),define intent stnIntent: for group('students') allow service('instagram') traffic('H323 video conferencing'),"[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 1]",0
"define intent stnIntent: for group('dorms') set bandwidth('min', '20', 'mbps')","define intent hypIntent: for group('dorms') set bandwidth('max', '90', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('parental control'), middlebox('load balancer')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.23') remove middlebox('traffics monitor'), middlebox('overuse notification'), middlebox('copyright monitoring')","[5, 1, 1440.0, 1, 0, 1, 0, 2.4715899698580333, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.873331710965683, 5]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.32'),"[5, 1, 1440.0, 0, 0, 1, 0, 2.033060649119834, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') allow service('MSN application sharing'), service('popcorn time')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.83') block traffic('video conference') protocol('smtp'),"[5, 1, 1440.0, 1, 0, 1, 0, 3.3056300708196416, 4, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0]",0
"define intent stnIntent: for group('dorms') allow service('Sony Playstation 2'), service('email')",define intent hypIntent: for group('dorms') block traffic('any') protocol('secure IMAP'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 2, 1, 2, 0, 1, 0, 1, 0, 0]",1
"define intent stnIntent: for group('students') set quota('any', '1', 'gb/wk')","define intent hypIntent: for group('students') unset bandwidth('min', '30', 'mbps')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') set bandwidth('min', '50', 'mbps') start hour('11:40') end hour('19:20')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') set bandwidth('max', '20', 'mbps')","[3, 0, 461.0, 0, 0, 1, 0, 3.222701278541431, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('dorms') add middlebox('overuse notification'),"define intent hypIntent: for group('dorm') remove middlebox('load balancer'), middlebox('parental control'), middlebox('ips')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1.1960686206381945, 4]",0
"define intent stnIntent: for group('students') set quota('download', '9', 'gb/wk')","define intent hypIntent: for group('students') set quota('download', '5', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') set bandwidth('max', '70', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.34') set quota('upload', '1', 'gb/wk')","[5, 1, 1440.0, 0, 0, 1, 0, 2.2083164359413363, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('students') allow service('netflix') traffic('video conference'),"define intent hypIntent: for group('students') block traffic('social media'), traffic('video conference')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 2, 1.553685783372254, 3, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') set bandwidth('max', '80', 'mbps') start hour('05:30') end hour('11:20')","define intent hypIntent: for group('dorms') set bandwidth('min', '20', 'mbps') start hour('15:40') end hour('16:10')","[5, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') set quota('download', '3', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.17') set quota('download', '1', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 2.4968668495585655, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('students') block service('Sony Playstation 2') traffic('email'),define intent hypIntent: for group('educatee') block service('listserver') protocol('nat'),"[5, 1, 1440.0, 0, 1, 1, 1, 0, 0, 0.17005568169761937, 2, 0, 2, 0, 1, 0, 1, 0, 0]",0
"define intent stnIntent: for group('students') allow traffic('torrent'), traffic('any')","define intent hypIntent: for group('pupil') block protocol('secure IMAP'), protocol('ftp')","[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.74') set quota('download', '5', 'gb/wk')","define intent stnIntent: for group('students') allow service('Sorenson Videophone 200'), service('email')","[2, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('guests') set quota('any', '5', 'gb/wk')","define intent hypIntent: for group('guests') set quota('any', '6', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.51') add middlebox('dpi'), middlebox('ips') start hour('04:00') end hour('13:30')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') add middlebox('traffics monitor'), middlebox('unit firewall') start hour('14:10') end hour('15:10')","[3, 1, 0, 0, 0, 0, 0, 3.271858300915981, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.063583245091048, 4]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('ips'), middlebox('dpi'), middlebox('copyright monitoring') start hour('09:30') end hour('18:20')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') remove middlebox('copyright monitoring'),"[4, 1, 531.0, 1, 0, 1, 0, 2.3949824201967624, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.2911602514231855, 4]",1
"define intent stnIntent: for group('guests') set bandwidth('max', '30', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') add middlebox('ids'), middlebox('copyright monitoring'), middlebox('parental control')","[5, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3]",0
"define intent stnIntent: for group('students') allow service('listserver'), service('youtube')",define intent hypIntent: for group('students') block service('listserver') protocol('ftp'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 1.262656431418073, 3, 1, 2, 0, 0, 0, 1, 0, 0]",1
"define intent stnIntent: for group('dorms') set quota('download', '8', 'gb/wk')",define intent stnIntent: for group('dorms') allow service('instagram') protocol('secure IMAP'),"[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0]",0
"define intent stnIntent: for group('guests') add middlebox('dpi'), middlebox('ips'), middlebox('traffics monitor') start hour('12:00') end hour('15:20')","define intent hypIntent: for group('guests') remove middlebox('ids'), middlebox('dpi')","[5, 1, 201.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2.987906558960245, 5]",1
define intent stnIntent: for group('students') allow service('Net2Phone') traffic('H323 video conferencing'),define intent hypIntent: for group('scholarly person') allow service('youtube') traffic('voip'),"[5, 1, 1440.0, 0, 2, 1, 1, 0, 0, 0.5818043192436071, 2, 0, 2, 0.22415759680271666, 2, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') add middlebox('overuse notification'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.77') remove middlebox('overuse notification'),"[5, 1, 1440.0, 1, 0, 1, 0, 3.1091181962350296, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 2]",1
"define intent stnIntent: for group('students') allow service('Everquest'), service('PC Telephone')",define intent hypIntent: for group('pupil') block service('popcorn time') traffic('file sharing'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0.7746326904006127, 3, 0, 2, 0, 1, 0, 0, 0, 0]",0
"define intent stnIntent: for group('dorms') add middlebox('ips'), middlebox('load balancer')","define intent hypIntent: for group('dorms') remove middlebox('ids'), middlebox('overuse notification'), middlebox('ips')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2.3412821402506365, 5]",1
